"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Protection Status","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Ownership","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"3281 Dabney Street",3281,"Dabney Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F00007AA7A470661669C19FF559F69DF14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.201330409628,,-118.15608772884,,,,,,,,,,1,,,,,,,,,64491,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"416 East Mendocino Street",416,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A239C244921569C198E525CC30EE4E41,,,,,,No,N/A,,,,,,,,,,10/1/2025,10/9/2025,Marian,10/1/2025,,34.188295304299,,-118.14083998221,,,,,,,,,,1,,,,,,,,,64490,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3689 North Fair Oaks Avenue",3689,"North Fair Oaks Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A941A0499B1569C1BFA987833BF34E41,,,,,,No,N/A,,,,,,,,,,9/12/2025,10/9/2025,Marian,9/12/2025,,34.207475290964,,-118.14148813558,,,,,,,,,,1,,,,,,,,,64488,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3172 Alaca Drive",3172,"Alaca Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F000016EF076D661569C13C79F6FBE2F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.198551991493,,-118.13768921779,,,,,,,,,,1,,,,,,,,,64487,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"648 Wapello Street",648,"Wapello Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C4B88A5B111569C1368F5FEFB5F04E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/16/2025,Marian,10/10/2025,,34.197882565368,,-118.13157576425,,,,,,,,,,1,,,,,,,,,64486,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"1492 East Loma Alta Drive",1492,"East Loma Alta Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C5EA93D1661469C15F2F4294CAEF4E41,,,,,,No,N/A,,,,,,,,,,10/21/2025,10/24/2025,Alyson,10/21/2025,,34.194385114353,,-118.11931994663,,,,,,,,,,1,,,,,,,,,64485,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2371 Tanoble Drive",2371,"Tanoble Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C7A375E42C1469C1457C7909C4ED4E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/16/2025,Marian,10/10/2025,,34.186678929703,,-118.11515706425,,,,,,,,,,1,,,,,,,,,64484,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"244 Laurel Drive",244,"Laurel Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000DC27A7A10D1669C1D55CB75DA0F14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.20136612806,,-118.14970548221,,,,,,,,,,1,,,,,,,,,64483,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2975 Santa Anita Avenue",2975,"Santa Anita Avenue",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F00004F8041404D1569C1830893252DF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.19584987314,,-118.13588001779,,,,,,,,,,1,,,,,,,,,64482,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"85 West Las Flores Drive",85,"West Las Flores Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F000098AA2E11E61569C163B5EBF041F14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.199963023311,,-118.14686218221,,,,,,,,,,1,,,,,,,,,64481,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"178 East Las Flores Drive",178,"East Las Flores Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000B8760BED9E1569C136205CDEB8F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.197926157651,,-118.14174960675,,,,,,,,,,1,,,,,,,,,64480,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"222 Ventura Street",222,"Ventura Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F2CC0455541669C1305752A684EE4E41,,,,,,No,N/A,,,,,,,,,,10/22/2025,10/24/2025,Alyson,10/22/2025,,34.189541477335,,-118.1547864,,,,,,,,,,1,,,,,,,,,64479,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2795 North Holliston Avenue",2795,"North Holliston Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001CE715FAA91469C14E85060EBEEF4E41,,,,,,No,N/A,,,,,,,,,,9/19/2025,10/9/2025,Marian,9/19/2025,,34.194198995174,,-118.12414628803,,,,,,,,,,1,,,,,,,,,64478,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"1495 Braeburn Road",1495,"Braeburn Road",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C44BFAA46B1469C16155499008EE4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/9/2025,Marian,9/18/2025,,34.187697361214,,-118.11966675245,,,,,,,,,,1,,,,,,,,,64477,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"287 East Poppyfields Drive",287,"East Poppyfields Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/19/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000276711CD851569C1D8CAFF766AF04E41,,,,,,No,N/A,,,,,,,,,,9/16/2025,10/9/2025,Marian,9/16/2025,,34.196761073919,,-118.13994399954,,,,,,,,,,1,,,,,,,,,64476,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2270 Navarro Avenue",2270,"Navarro Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F000079B606483E1669C1386B353D3EED4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/18/2025,,34.184690411051,,-118.15320171779,,,,,,,,,,1,,,,,,,,,64326,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two palms and 1 crepe Myrtle ",,1,,,,,,,Marian,,,,
,,,,"2659 Tanoble Drive",2659,"Tanoble Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000067293E7301469C16D5500E918EF4E41,,,,,,No,N/A,,,,,,,,,,10/21/2025,10/24/2025,Alyson,10/21/2025,,34.191744810448,,-118.1154454,,,,,,,,,,1,,,,,,,,,64325,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"""3-4 huge Pine, 2 Oaks, 3 Orange 1 lemon, strawberry tree?, jacaranda, 4 date palms,  and more. All are located in The front yard. 

We will be removing the fig, persimmon and pomegranate trees in the rear of the property in order to rebuild. """,,1,,,,,,,Marian,,,,
,,,,"3037 Ewing Avenue",3037,"Ewing Avenue",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000813D952ACD1569C188536AE56FF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.196841784026,,-118.14507268221,,,,,,,,,,1,,,,,,,,,64324,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3100 Ewing Avenue",3100,"Ewing Avenue",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000791034E8BF1569C156A843A5ADF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.19775938385,,-118.1441198,,,,,,,,,,1,,,,,,,,,64323,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3022 Mount Curve Avenue",3022,"Mount Curve Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F00008AB52703E51469C1571BBC0175F04E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/22/2025,,34.196917728558,,-118.12838888221,,,,,,,,,,1,,,,,,,,,64322,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2832 North Olive Avenue",2832,"North Olive Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000446D757E571669C12BB195DCAAEF4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/9/2025,Marian,10/7/2025,,34.193913773204,,-118.15501362884,,,,,,,,,,1,,,,,,,,,64321,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Oak, citrus trees and some potted trees",,1,,,,,,,Marian,,,,
,,,,"3072 Rubio Canyon Road",3080,"Rubio Canyon Road",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F000044FF0A7CB41469C1AD693D1E77F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,,34.196949103449,,-118.12490142236,,,,,,,,,,1,,,,,,,,,64320,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"181 Wapello Street",181,"Wapello Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A4137F90821569C15A7C1461D3F14E41,,,,,,No,N/A,,,,,,,,,,10/21/2025,10/24/2025,Alyson,10/21/2025,,34.202124146323,,-118.1397114,,,,,,,,,,1,,,,,,,,,64319,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Oak, Avocado, trumpet bush, mandarin orange",,1,,,,,,,Marian,,,,
,,,,"3807 El Sereno Avenue",3807,"El Sereno Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000055E68D7AD1569C1F012183D33F34E41,,,,,,No,N/A,,,,,,,,,,9/12/2025,10/9/2025,Marian,9/12/2025,,34.20735233665,,-118.14282151105,,,,,,,,,,1,,,,,,,,,64318,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3797 El Sereno Avenue",3797,"El Sereno Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E0BBCF33B11569C1740B13262EF34E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/12/2025,,34.20727670912,,-118.14306304663,,,,,,,,,,1,,,,,,,,,64317,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3261 Laurice Avenue",3261,"Laurice Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F000078A04588931569C1BE63ABFE2BF14E41,,,,,,No,N/A,,,,,,,,,,10/20/2025,10/24/2025,Alyson,10/20/2025,,34.199636909773,,-118.1409308,,,,,,,,,,1,,,,,,,,,64316,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Hydrant Used: SW corner of Marathon and Marengo, Lincoln WC
Watered 10/20/25 1500 Gallons
Property trees: 1
Street trees: 0",,1,,,,,,,Marian,,,,
,,,,"1286 East Calaveras Street",1286,"East Calaveras Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000140C46D6AA1469C1F7E0CA1BFBEC4E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/16/2025,Marian,10/10/2025,,34.183692692372,,-118.1242081,,,,,,,,,,1,,,,,,,,,64315,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3 small in front and 1 lg on lot",,1,,,,,,,Marian,,,,
,,,,"2531 Page Drive",2531,"Page Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000356F6575741469C1B44CF00B57EE4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/17/2025,,34.188863748155,,-118.12030018221,,,,,,,,,,1,,,,,,,,,64314,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two Palms, and a large Sycamore in front yard of lot	All are dry, sycamore is still ok but needing water.  Palms in back had some fire damage but seem still alright",,1,,,,,,,Marian,,,,
,,,,"66 East Las Flores Drive",66,"East Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/9/2025,,7/3/2025,,N/A,,,,,,,,,,,,0101000020110F0000DD6B6AA3BC1569C1450D301BE5F04E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,9/12/2025,,34.198583523651,,-118.14388489402,,,,,,,,,,1,,,,,,,,,63908,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"9	eucalyptus x2, oak x2, pecan, Chinese elm, apricot, loquat 
",,1,,,,,,,Marian,,,,
,,,,"2495 Highland Avenue",2495,"Highland Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/9/2025,,6/20/2025,,N/A,,,,,,,,,,,,0101000020110F00007E674D26B31469C16A68A2744CEE4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/23/2025,Alyson,10/7/2025,,34.188706348905,,-118.12480548773,,,,,,,,,,1,,,,,,,,,63907,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	Deodar 
",,1,,,,,,,Marian,,,,
,,,,"2509 Page Drive",2509,"Page Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C69F0E8A741469C1B2B56D563EEE4E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/16/2025,Marian,10/10/2025,,34.188496533086,,-118.12030598221,,,,,,,,,,1,,,,,,,,,63906,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"916 Concha Street",916,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000A65D204C021569C15E06858BFAF04E41,,,,,,No,N/A,,,,,,,,,,8/28/2025,10/9/2025,Marian,8/28/2025,,34.198902099966,,-118.13049345843,,,,,,,,,,1,,,,,,,,,63905,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"932 Concha Street",932,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009966788CFB1469C1A1061FBFF9F04E41,,,,,,No,N/A,,,,,,,,,,8/28/2025,10/9/2025,Marian,8/28/2025,,34.198890235454,,-118.13000846472,,,,,,,,,,1,,,,,,,,,63904,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"1385 Rubio Street",1385,"Rubio Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/9/2025,,,,N/A,,,,,,,,,,,,0101000020110F000082B0F7488E1469C1CD7BC29B30EF4E41,,,,,,No,N/A,,,,,,,,,,8/28/2025,10/9/2025,Marian,8/28/2025,,34.192096990661,,-118.12215620582,,,,,,,,,,1,,,,,,,,,63903,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3564 Glenrose Avenue",3564,"Glenrose Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/7/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000BABB1F71D31569C177450F3A6BF24E41,,,,,,No,N/A,,,,,,,,,,8/27/2025,10/9/2025,Marian,8/27/2025,,34.204380450857,,-118.14552367606,,,,,,,,,,1,,,,,,,,,63672,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2316 Pinecrest Drive",2316,"Pinecrest Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/7/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E312C59BAE1369C1BDAE0F41FCEE4E41,,,,,,No,N/A,,,,,,,,,,10/20/2025,10/24/2025,Alyson,10/20/2025,,34.191318951254,,-118.10608164048,,,,,,,,,,1,,,,,,,,,63671,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,,,,,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/7/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C46B7393061669C17FC9D6FC7AED4E41,,,,,,No,N/A,,,,,,,,,,10/24/2025,10/9/2025,Marian,9/17/2025,,34.185593268284,,-118.14919843879,,,,,,,,,,1,,,,,,,,,63670,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3241 North Olive Avenue",3241,"North Olive Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/7/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E71D88D2321669C12A92F1456DF14E41,,,,,,No,N/A,,,,,,,,,,7/31/2025,10/9/2025,Marian,7/31/2025,,34.200606918353,,-118.15237821687,,,,,,,,,,1,,,,,,,,,63669,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"231 East Las Flores Drive",231,"East Las Flores Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/6/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000F52241D78F1569C173112A95C9F04E41,,,,,,No,N/A,,,,,,,,,,7/30/2025,10/9/2025,Marian,7/30/2025,,34.198174527643,,-118.14066551134,,,,,,,,,,1,,,,,,,,,63665,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"84 West Mariposa Street",84,"West Mariposa Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,9/6/2025,,6/30/2025,,N/A,,,,,,,,,,,,0101000020110F00001BD8F03E171669C15EC0081543EF4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/23/2025,Alyson,9/17/2025,,34.192371527834,,-118.15039642361,,,,,,,,,,1,,,,,,,,,63664,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Oak
",,1,,,,,,,Marian,,,,
,,,,"1752 Homewood Drive",1752,"Homewood Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001607069E251469C1A088963B57EE4E41,,,,,,No,N/A,,,,,,,,,,9/30/2025,10/9/2025,Marian,9/30/2025,,34.188866514338,,-118.11463423466,,,,,,,,,,1,,,,,,,,,63663,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"69 East Calaveras Street",69,"East Calaveras Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000E2DA0B7AF81569C17ACBB48A68EE4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/17/2025,,34.189123753244,,-118.14818519402,,,,,,,,,,1,,,,,,,,,63662,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"977 East Poppyfields Drive",977,"East Poppyfields Drive",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00009997D42AF71469C171C2D16ABBEF4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/24/2025,,34.194159799966,,-118.12969359402,,,,,,,,,,1,,,,,,,,,63661,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"494 Concha Street",494,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00002939FAD2351569C1C70662983EF14E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/16/2025,,34.199913305327,,-118.13419644064,,,,,,,,,,1,,,,,,,,,63659,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"936 Beverly Way",936,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F00001FA2C3AC031569C180E1488FB7ED4E41,,,,,,No,N/A,,,,,,,,,,10/1/2025,10/10/2025,Marian,10/1/2025,,34.186493492679,,-118.13059245215,,,,,,,,,,1,,,,,,,,,63658,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3039 North Marengo Avenue",3039,"North Marengo Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F000087C1739A751569C1C4F424E962F04E41,,,,,,No,N/A,,,,,,,,,,10/3/2025,10/16/2025,Marian,10/3/2025,,34.196648818457,,-118.13877994693,,,,,,,,,,1,,,,,,,,,63657,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3190 North Marengo Avenue",3190,"North Marengo Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F000055BDF0EC571569C1470A59CDE8F04E41,,,,,,No,N/A,,,,,,,,,,9/5/2025,10/9/2025,Marian,9/5/2025,,34.19863844465,,-118.13664714663,,,,,,,,,,1,,,,,,,,,63656,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"989 Concha Street",989,"Concha Street",,No,,Altadena,,"Property - Not Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000714DBEEDED1469C1654756FC13F14E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,,34.199280142115,,-118.12902965843,,,,,,,,,,1,,,,,,,,,63655,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"2360 El Sereno Avenue",2360,"El Sereno Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000C8D3F5C9281669C17C53C76FBBED4E41,,,,,,No,N/A,,,,,,,,,,9/26/2025,10/9/2025,Marian,9/17/2025,,34.186551111439,,-118.15165715843,,,,,,,,,,1,,,,,,,,,63654,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
,,,,"3250 Summit Avenue",3250,"Summit Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F000059D5F71F781569C1188B9CA8DFF04E41,,,,,,No,N/A,,,,,,,,,,10/20/2025,10/20/2025,Dulce,,,34.198502573736,,-118.13896115843,,,,,,,,,,1,,,,,,,,,63653,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Hydrant Used: SW corner Marengo and Marathon , Lincoln WC
Watered 10/20/25 1500 Gallons
Property trees: 1
Street trees: 0",,1,,,,,,,Marian,,,,
,,,,"501 Concha Street",501,"Concha Street",,No,,Altadena,,"Property - Visited",,,,,,,,9/5/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000998DAB2B2F1569C1D30B269F5EF14E41,,,,,,No,N/A,,,,,,,,,,9/3/2025,10/9/2025,Marian,9/3/2025,,34.200389203828,,-118.13371828221,,,,,,,,,,1,,,,,,,,,63652,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,,,1,,,,,,,Marian,,,,
